judul,date,bulan,tahun
[DISINFORMASI] Teh Rebusan Batang Lada Bisa Sembuhkan Covid-19 ,2021-01-01,januari,2021
[DISINFORMASI] Peneliti Menyebutkan bahwa Pasien yang Divaksin Moderna Alami Efek Samping yang Parah ,2021-01-01,januari,2021
[DISINFORMASI] Vaksin Corona Mengandung Robot Kecil yang Dimasukkan ke Dalam Tubuh ,2021-01-01,januari,2021
"[DISINFORMASI] Efek Samping Vaksin COVID-19, Kaki Relawan Melepuh ",2021-01-01,januari,2021
[DISINFORMASI] Gubernur Anies Baswedan Mengecat Rumah Warga untuk Antisipasi Banjir ,2021-01-01,januari,2021
[HOAKS] Jokowi Tunjuk Risma Gantikan Anies Baswedan ,2021-01-01,januari,2021
[HOAKS] Program Bantuan IVIG Gratis Khusus Bagi Tenaga Kesehatan yang Terinfeksi Covid-19 ,2021-01-01,januari,2021
[DISINFORMASI] Video Penyuntikan Kamala Harris adalah Bukti Kebohongan Vaksinasi Covid-19 ,2021-01-01,januari,2021
[DISINFORMASI] Klaim Vaksin COVID-19 akan Berefek Cacat pada Janin Seperti Kejadian Tahun 1950 ,2021-01-01,januari,2021
[DISINFORMASI] Video Pesawat Terbakar di Bandara Pondok Cabe ,2021-01-01,januari,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Anggota DPRD Tabanan ,2021-02-01,februari,2021
[HOAKS] Daftar Rincian Biaya Tilang Terbaru dari Kapolri Baru ,2021-02-01,februari,2021
[DISINFORMASI] Perusahaan Vaksin Merck Sebut Lebih Baik Melawan Covid-19 daripada Mendapatkan Vaksin ,2021-02-01,februari,2021
[HOAKS] Surat Ketentuan Pembayaran Biaya Pendidikan Mengatasnamakan PlRektor UNY ,2021-02-01,februari,2021
[DISINFORMASI] Hubungan Laboratorium di Wuhan dengan Produsen Vaksin Corona ,2021-02-01,februari,2021
[DISINFORMASI] Jarum Suntik Palsu Vaksin Covid-19 yang Disiapkan untuk Pemimpin Dunia ,2021-02-01,februari,2021
[MISINFORMASI] Informasi Penawaran Tindakan Vaksin Covid-19 RS Pelni ,2021-02-01,februari,2021
[HOAKS] Covid-19 Muncul karena Adanya Tes Rapid dan PCR ,2021-02-01,februari,2021
[HOAKS] Perpanjangan PSBB Jawa dan Bali Sampai 28 Maret 2021 ,2021-02-01,februari,2021
[HOAKS] Covid-19 Bukan Virus dan Tidak Menular ,2021-02-01,februari,2021
[HOAKS] Akun Facebook Mengatasnamakan Bupati Sanggau ,2021-02-01,februari,2021
[DISINFORMASI] Pasien Jalan Ngangkang seperti Penguin karena Anal Swab ,2021-02-01,februari,2021
[DISINFORMASI] Rapid Test Dihapus di Seluruh Bandara dan Stasiun Kereta Mulai 1 Februari 2021 ,2021-02-01,februari,2021
[MISINFORMASI] Alat Test GeNose C-19 di Jual Online ,2021-02-01,februari,2021
[HOAKS] Surat Edaran Petunjuk Perkuliahan Tatap Muka UMSU Medan ,2021-02-01,februari,2021
[HOAKS] 2 Prajurit TNI Gugur Ditembak KKB di Nduga ,2021-02-01,februari,2021
[HOAKS] Menteri Kesehatan Thailand Menangis Saat Mendapat Vaksin Covid-19 ,2021-02-01,februari,2021
[HOAKS] Daftar Maskapai Penerbangan dan Harga Tiket Pesawat ke Purbalingga ,2021-02-01,februari,2021
[HOAKS] Sri Sultan akan Periksa Keaslian Ijazah Jokowi dari UGM ,2021-02-01,februari,2021
[HOAKS] Air Rebusan Belimbing Bisa Cegah dan Sembuhkan Covid-19 ,2021-02-01,februari,2021
[HOAKS] Link Bantuan Pulsa Rp200 Ribu dan Kuota 75 GB dari Kominfo ,2021-02-01,februari,2021
[HOAKS] Informasi Lockdown Jakarta 12-15 Februari 2021 via Messenge ,2021-02-01,februari,2021
[DISINFORMASI] Pesawat Sriwijaya Air SJ 182 Meledak di Udara ,2021-02-01,februari,2021
[DISINFORMASI] Isran Noor: “KANTOR YANG BUKA AKAN KAMI RUDAL” ,2021-02-01,februari,2021
[DISINFORMASI] Gaji Tenaga Kesehatan Dipotong 50 Persen ,2021-02-01,februari,2021
[HOAKS] Pengadaan Beras ke PT Agro Jabar ,2021-02-01,februari,2021
[HOAKS] Tanzania Tidak Terpapar Covid-19 ,2021-02-01,februari,2021
[HOAKS] 35 Karyawan Tahura Juanda Dago Terinfeksi Covid-19 ,2021-02-01,februari,2021
[DISINFORMASI] Foto Satelit Retakan Bawah Laut Akibat Gempa Sulawesi Barat ,2021-02-01,februari,2021
[DISINFORMASI] Sinyal SOS Berarti “Save Our Soul” oleh Korban Sriwijaya Air SJ-182 di Pulau Laki ,2021-02-01,februari,2021
[HOAKS] Lowongan Kerja di Pertamina pada Februari 2021 ,2021-02-01,februari,2021
[HOAKS] Akun Facebook Mengatasnamakan Kepala Badan Keuangan Daerah Purbalingga ,2021-02-01,februari,2021
[HOAKS] Anjuran Penutupan Pasar dan Tempat Wisata DIY oleh Sri Sultan HB X ,2021-02-01,februari,2021
[DISINFORMASI] Infografis Bantuan Gubernur Kalimantan Timur Isran Noor untuk UMKM yang Terdampak  ,2021-02-01,februari,2021
[DISINFORMASI] Video Detik-detik Kecelakaan Kapal Penyeberangan Gilimanuk-Ketapang ,2021-02-01,februari,2021
[DISINFORMASI] BPN Dalam Waktu Dekat akan Tarik Semua Sertifikat Tanah Milik Masyarakat untuk Diganti  ,2021-02-01,februari,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Wali Kota Bogor Bima Arya Sugiarto ,2021-02-01,februari,2021
[HOAKS] Vaksin Covid-19 Sebabkan Lamban Berpikir dan Susah Menghafal ,2021-02-01,februari,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Sekretaris Daerah Kabupaten Pandeglang ,2021-02-01,februari,2021
[HOAKS] Foto Sampul Koran Tempo Jokowi Babak-Belur di Ronde ke-2 ,2021-02-01,februari,2021
"[HOAKS] Uang Redenominasi R100,- Bergambar Presiden Jokowi ",2021-02-01,februari,2021
[DISINFORMASI] Pemakaian Masker pada Anak Akibatkan Gangguan Fisik dan Psikologis ,2021-02-01,februari,2021
[DISINFORMASI] Isi BBM Gratis pada 29 dan 30 Februari 2021 ,2021-02-01,februari,2021
[HOAKS] Pendaftaran Vaksin Covid-19 WHO ,2021-02-01,februari,2021
[HOAKS] Tes PCR Harus Mencontoh Kultur Jaringan Pembiakan Anggrek ,2021-02-01,februari,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Ketua KPID Jawa Barat ,2021-02-01,februari,2021
[HOAKS] Perpanjangan BLT 2021 dari Kementerian Keuangan dengan Klik Link Tertentu ,2021-02-01,februari,2021
[DISINFORMASI] WHO Anjurkan Tak lagi Menggunakan Masker di Tahun 2021 ,2021-02-01,februari,2021
"[DISINFORMASI] Menyamar dengan Baju Nakes, Tentara China Berhasil Masuk ke Indonesia ",2021-02-01,februari,2021
[HOAKS] 70 Persen Wilayah Jakarta Terendam Banjir ,2021-02-01,februari,2021
[DISINFORMASI] Video Banjir dan Evakuasi Warga di Pidada Panjang Bandar Lampung ,2021-02-01,februari,2021
[DISINFORMASI] Video Jasad Korban Sriwijaya Air SJ 182 ,2021-02-01,februari,2021
[DISINFORMASI] Jokowi Tak Menjamin Kebebasan Warga setelah Berbicara ,2021-02-01,februari,2021
[DISINFORMASI] Kasus Positif Covid-19 Melonjak Akibat Tes PCR ,2021-02-01,februari,2021
[HOAKS] Surat Tim Publikasi HUT ke-28 Kota Tangerang ,2021-02-01,februari,2021
[HOAKS] Nama Surat PEPAS Dicatut untuk Mendapatkan Proyek Bandara Dhoho Kediri ,2021-02-01,februari,2021
[HOAKS] Rutin Minum Air Hangat 4 kali Sehari Dapat Menyembuhkan Covid-19 ,2021-02-01,februari,2021
[Hoaks] Pfizer dan Moderna Bukan Vaksin Melainkan “Sistem Operasi Dirancang untuk Manusia” dan “Agen  ,2021-02-01,februari,2021
[DISINFORMASI] Risma akan Mundur dari Mensos karena Merasa Tak Kuat ,2021-02-01,februari,2021
[HOAKS] Informasi Proses Belajar Mengajar Secara Tatap Muka di Universitas Malikussaleh ,2021-02-01,februari,2021
[HOAKS] Rekrutmen Pandu PT Pelabuhan Indonesia II (PerserDibuka pada Tanggal 03-17 Februari 2021 ,2021-02-01,februari,2021
"[HOAKS] Begal di Keranggan dan Bengaris, Kota Palangka Raya ",2021-02-01,februari,2021
[DISINFORMASI] Ustaz Maaher At-Thuwailibi Meninggal karena Disuntik Vaksin Sinovac ,2021-02-01,februari,2021
[DISINFORMASI] Video Wanita di Korsel Mengalami Efek Samping Vaksin Corona ,2021-02-01,februari,2021
[HOAKS] Informasi Kerusakan Sistem Bank BRI dan Permintaan Data Nasabah melalui Messenger Facebook ,2021-02-01,februari,2021
[HOAKS] Chip pada KTP Elektronik digunakan untuk Melacak Pergerakan Warga ,2021-02-01,februari,2021
[HOAKS] Bupati Pasuruan Alami Sakit Usai Suntik Vaksin Covid-19 ,2021-02-01,februari,2021
[HOAKS] Banjir Semarang Kiriman dari Jakarta ,2021-02-01,februari,2021
[HOAKS] Surat Kuasa Pembebasan Lahan Mengatasnamakan RS Awal Bros Pekanbaru ,2021-02-01,februari,2021
[DISINFORMASI] UMKM Indonesia Raya Catut Nama Dasco-Sandiaga ,2021-02-01,februari,2021
[HOAKS] Menag Yaqut Menandatangani Larangan Salat Jumat ,2021-02-01,februari,2021
[DISINFORMASI] Mobil Ketua Bawaslu Kota Sungai Penuh Ditembak OTK ,2021-02-01,februari,2021
[DISINFORMASI] Foto Presiden Jokowi Berkerumun dan Tidak Menggunakan Masker ,2021-02-01,februari,2021
[MISINFORMASI] Vtube Resmi Dilindungi Pemerintah Indonesia ,2021-02-01,februari,2021
[HOAKS] Surat Panggilan Interview PT Jababeka Group ,2021-02-01,februari,2021
[Hoaks] Bendungan Jatigede Indramayu Siaga 1 ,2021-02-01,februari,2021
[HOAKS] Pemberian Dana Hibah Rp 100 Juta oleh Dinas Koperasi dan UKM Jawa Timur ,2021-02-01,februari,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Bupati Jember Terpilih ,2021-02-01,februari,2021
[HOAKS] Pesan Berantai Curahan Hati Gubernur DKI Jakarta Anies Baswedan ,2021-02-01,februari,2021
[DISINFORMASI] Banjir Air Warna-Warni di Jakarta karena Cat Luntur ,2021-02-01,februari,2021
"[HOAKS] Covid-19 bukan Virus, Sumber : Kementerian Kesehatan Italia ",2021-02-01,februari,2021
[HOAKS] Akun Telegram Mencatut Nama CNBC Indonesia ,2021-02-01,februari,2021
[HOAKS] Tautan untuk Mengetahui Siapa Saja yang Melihat Akun Facebook Kita ,2021-02-01,februari,2021
[HOAKS] Pesan WhatsApp Mengatasnamakan Anggota DPRD Jabar Abdy Yuhana ,2021-02-01,februari,2021
"[DISINFORMASI] Video Jalan Amblas di Kawasan Songgoriti, Kota Batu, Malang ",2021-02-01,februari,2021
[DISINFORMASI] Cuitan Fadjroel Rachman Mengumpat ke Rakyat Miskin ,2021-02-01,februari,2021
[HOAKS] Dahlan Iskan Meninggal Dunia ,2021-02-01,februari,2021
[HOAKS] Menteri Agama Mengeluarkan SK Terkait Larangan Bahasa Arab ,2021-02-01,februari,2021
[HOAKS] Surat Pengangkatan CPNS Mengatasnamakan Kementerian PANRB ,2021-02-01,februari,2021
[HOAKS] Tautan Subsidi Pulsa dan Kuota Internet dari Kemendikbud ,2021-02-01,februari,2021
[DISINFORMASI] Terowongan Tol Cisumdawu Diterjang Banjir ,2021-02-01,februari,2021
[DISINFORMASI] Banyak Kematian di Israel Akibat Vaksin Covid-19 ,2021-02-01,februari,2021
[DISINFORMASI] Virus Corona Dapat Menyebar Lewat Asap Rokok ,2021-02-01,februari,2021
[DISINFORMASI] Surat Edaran Wali Kota Kupang Melarang Shalat Berjamaah dan Shalat Jumat ,2021-02-01,februari,2021
[HOAKS] Keluarga Tunanetra Tak Dapat Beras karena Kartu Keluarga Sejahtera Diblokir ,2021-02-01,februari,2021
[DISINFORMASI] Anies Baswedan Selfie saat Banjir ,2021-02-01,februari,2021
[DISINFORMASI] Arab Saudi Tolak Jemaah Haji Indonesia karena Belum Bayar Bea Akomodasi Calon Jemaah  ,2021-02-01,februari,2021
[DISINFORMASI] Replika Wajah Tutankhamun Mirip Jokowi ,2021-02-01,februari,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Wakil Bupati Pati ,2021-02-01,februari,2021
[HOAKS] Undangan Rakernas Kadis Kesehatan Kota Bandung 27-28 Februari 2021 ,2021-02-01,februari,2021
[DISINFORMASI] Legenda NBA yang Terpapar HIV Donor Darah untuk Pasien Covid-19 ,2021-02-01,februari,2021
[DISINFORMASI] RSUD Teluk Kuantan Tolak Pasien Hamil ,2021-02-01,februari,2021
[DISINFORMASI] Terbongkarnya Alokasi Anggaran Rp5 Miliar untuk 5 Orang Influencer Promosikan DKI Jakarta  ,2021-02-01,februari,2021
[HOAKS] Lelang Mengatasnamakan KPKNL Samarinda ,2021-02-01,februari,2021
[HOAKS] Tautan Registrasi Program Kartu Prakerja ,2021-02-01,februari,2021
[HOAKS] Uang Timor Leste Bergambar Pakaian Adat Rote Ndao NTT ,2021-02-01,februari,2021
[HOAKS] Vtube Sekarang Di bawah Naungan FIFA ,2021-02-01,februari,2021
[HOAKS] Setelah Divaksin Kasus HIV dan Kanker Akan Meledak ,2021-02-01,februari,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Bupati Jepara ,2021-02-01,februari,2021
[DISINFORMASI] Tweet Aa Gym Komentari Kinerja Anies Baswedan Terkait Penanganan Banjir ,2021-02-01,februari,2021
[DISINFORMASI] Mendikbud Larang Gunakan Jilbab di Sekolah Karena Agamanya Berseberangan ,2021-02-01,februari,2021
[DISINFORMASI] Detik-Detik Tanah Longsor di Ngetos Nganjuk Jawa Timur ,2021-02-01,februari,2021
[HOAKS] Akun Facebook Walikota SurabayaTerpilih Eri Cahyadi ,2021-02-01,februari,2021
[HOAKS] Rekrutmen Pegawai Bank Mandiri Februari 2021 ,2021-02-01,februari,2021
[DISINFORMASI] Video Bajaj Hanyut Terbawa Arus Banjir di Semarang ,2021-02-01,februari,2021
[DISINFORMASI] Foto Mobil Hanyut Terseret Banjir di Jakarta ,2021-02-01,februari,2021
[DISINFORMASI] Video Mobil Terbalik setelah Banjir Surut di Bekasi ,2021-02-01,februari,2021
[DISINFORMASI] Panaskan Uang di Rice Cooker dapat Membunuh Virus Covid-19 ,2021-02-01,februari,2021
[HOAKS] Peringatan Pemblokiran oleh Tim Pemblokiran Facebook ,2021-02-01,februari,2021
[HOAKS] Akun Facebook Mengatasnamakan Gubernur Kalimantan Tengah ,2021-02-01,februari,2021
[HOAKS] Memakai Masker selama Setahun Bisa Memicu Kanker ,2021-02-01,februari,2021
[HOAKS] Akun Twitter Bank BSI ,2021-02-01,februari,2021
[HOAKS] Diam-Diam Pemerintah Gunakan Dana Haji Tanpa Sepengetahuan Jemaah ,2021-02-01,februari,2021
[HOAKS] Permainan Harga Plasma Konvalesen oleh Mafia ,2021-02-01,februari,2021
[DISINFORMASI] Video Detik-detik Banjir Bandang di Subang ,2021-02-01,februari,2021
[DISINFORMASI] Foto Mobil Sport ESEMKA ,2021-02-01,februari,2021
[DISINFORMASI] Video Pasien Covid-19 Dijemput Taksi ke Wisma Atlet ,2021-02-01,februari,2021
[HOAKS] Akun WhatsApp Palsu Mengatasnamakan Jubir Vaksin Covid-19 Kemenkes dSiti Nadia Tarmizi ,2021-02-01,februari,2021
[HOAKS] Pesan Berantai Meninggalnya Ketua MUI Jawa Timur ,2021-02-01,februari,2021
[HOAKS] Akun WhatsApp yang Mengatasnamakan Kapolresta Palangkaraya ,2021-02-01,februari,2021
[HOAKS] Akun Facebook Mengatasnamakan Ketua DPRD Kota Malang ,2021-02-01,februari,2021
[HOAKS] Ketua Satgas Covid-19 Sebut Hirup Uap Air Panas Bisa Membunuh Virus Corona ,2021-02-01,februari,2021
[HOAKS] Pendaftaran Kartu Prakerja pada Situs Prakerja1org ,2021-02-01,februari,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Wakil Wali Kota Bandung ,2021-02-01,februari,2021
[HOAKS] Indonesia Dukung Pemilu Ulang di Myanmar ,2021-02-01,februari,2021
[DISINFORMASI] Pernyataan Menkominfo: OPM Gunakan Media Untuk Propaganda ,2021-02-01,februari,2021
[DISINFORMASI] Badai Siklon Mengarah ke Jawa Barat dan DKI Jakarta ,2021-02-01,februari,2021
[DISINFORMASI] Link Bantuan Kompensasi Biaya di Rumah Saja Rp 600 Ribu ,2021-02-01,februari,2021
"[DISINFORMASI] Terbukti Sinovac Tidak Aman, Direktur Pascasarjana STIK Tamalatea Makassar Meninggal  ",2021-02-01,februari,2021
[DISINFORMASI] Video Seorang Pria di Israel Meninggal Usai Vaksinasi ,2021-02-01,februari,2021
[HOAKS] Rekrutmen Prajurit TNI AU Tituler Tahun 2021 ,2021-02-01,februari,2021
[DISINFORMASI] Foto Pria dengan Wajah Bengkak Akibat Efek Samping Vaksin Moderna ,2021-02-01,februari,2021
[DISINFORMASI] Jokowi Dikabarkan Kembali Maju di Pilpres 2024 ,2021-02-01,februari,2021
[DISINFORMASI] Polisi China Latihan di Lippo Cikarang ,2021-02-01,februari,2021
[HOAKS] Akun Facebook Palsu Mengatasnamakan BPJS Kesehatan ,2021-02-01,februari,2021
[HOAKS] Akun Facebook Palsu Mengatasnamakan Abdul Hafidz ,2021-02-01,februari,2021
[HOAKS] Tidak Ada Kompensasi Jika Cacat atau Meninggal Usai Divaksin ,2021-02-01,februari,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Bupati Gresik Terpilih ,2021-02-01,februari,2021
[DISINFORMASI] Sebuah Jurnal Membuktikan Covid-19 Sudah Dibicarakan Sejak 2008 ,2021-02-01,februari,2021
[DISINFORMASI] Video Banjir di Jawa Barat Tidak Diliput Media Nasional ,2021-02-01,februari,2021
[DISINFORMASI] Video Kendaraan Terseret Arus Banjir di Semarang ,2021-02-01,februari,2021
[MISINFORMASI] Puluhan Wartawan Terkapar setelah Vaksinasi Covid-19 ,2021-02-01,februari,2021
[DISINFORMASI] Foto Muslim Myanmar Tiarap saat Ditangkap Aparat Militer ,2021-02-01,februari,2021
[DISINFORMASI] VTube Dilegalkan OJK dan Perizinan Telah Mencapai 99 Persen ,2021-02-01,februari,2021
"[HOAKS] Buntut Insiden di Kafe RM, Ratusan TNI Serang Kantor Polisi ",2021-02-01,februari,2021
[HOAKS] Tautan Kontes Lomba Foto di Instagram ,2021-02-01,februari,2021
[HOAKS] Link Daftar Prakerja Gelombang 12 Melalui https://daftarprakerjnet  ,2021-02-01,februari,2021
[HOAKS] MUI Keluarkan Maklumat Tangkap Presiden Jokowi karena Pelanggaran Prokes di NTT ,2021-02-01,februari,2021
[DISINFORMASI] Video Penampakan Sejumlah Sapi Hanyut Tersapu Banjir Bandang di Malang ,2021-02-01,februari,2021
[DISINFORMASI] Ma’ruf Amin : Jual Minuman Keras Hukumnya Boleh Untuk Membantu Kas Negara ,2021-02-01,februari,2021
"[DISINFORMASI] Bantuan Rp3,5 Juta dari Pemerintah untuk Seluruh Pemilik E-KTP ",2021-02-01,februari,2021
[HOAKS] Formulir Online Pendaftaran Pertanahan Dalam Rangka PTSL ,2021-03-01,maret,2021
[HOAKS] Pesan WhatsApp Mencatut Nama Wakil Bupati Jember ,2021-03-01,maret,2021
[HOAKS] Surat Legalitas dan Perizinan VTube ,2021-03-01,maret,2021
[HOAKS] Bantuan BPJS Kesehatan dengan mengakses tautan yang dikirim melalui SMS ,2021-03-01,maret,2021
[DISINFORMASI] Kepala Peneliti Pfizer Sebut Vaksin Covid-19 untuk Sterilisasi Wanita ,2021-03-01,maret,2021
[DISINFORMASI] Banjir Pekalongan Tidak Disiarkan di TV ,2021-03-01,maret,2021
"[HOAKS] Program Kerja Wali Kota Solo, Gibran Rakabuming Raka, salah satunya pendirian  ",2021-03-01,maret,2021
[HOAKS] Penggunaan Masker dan Lockdown Tak Turunkan Angka Covid-19 ,2021-03-01,maret,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Wakil Bupati Sinjai ,2021-03-01,maret,2021
[DISINFORMASI] Anosmia Bukan Gejala Khas Virus dan Bisa Disembuhkan dengan  ,2021-03-01,maret,2021
[DISINFORMASI] Begal di Jalan Malaka Duren Sawit ,2021-03-01,maret,2021
[DISINFORMASI] Jokowi Disambut Histeris Warga Samosir 9 Februari 2021 ,2021-03-01,maret,2021
[HOAKS] Obat Kapsul Berisi Paku ,2021-03-01,maret,2021
[HOAKS] Surat Elektronik Mengatasnamakan IPD Balitbangkes Terkait Pemberian Vaksin  ,2021-03-01,maret,2021
[HOAKS] Pesan Berantai Vaksinasi Lansia di Kantor BPPSDMK Jakarta ,2021-03-01,maret,2021
[DISINFORMASI] Presiden Jokowi Menerima Hadiah Lukisan Langka Berwajah Sultan Arab ,2021-03-01,maret,2021
[DISINFORMASI] Video Kerumunan Orang di Mall Taman Anggrek Jakarta ,2021-03-01,maret,2021
"[DISINFORMASI] Kecewa Dengan Biden, Warga Amerika Ingin Dipimpin oleh Jokowi ",2021-03-01,maret,2021
[HOAKS] Daftar Kabupaten/Kota dan Koordinator Penerima Bantuan CSR Provinsi Jawa  ,2021-03-01,maret,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Kepala Inspektorat Kabupaten Kutai  ,2021-03-01,maret,2021
[HOAKS] Program Bantuan BPJS Kesehatan Diganti dengan Uang Tunai Rp 200 Juta ,2021-03-01,maret,2021
[HOAKS] Potasium dalam Vaksin Covid-19 Berbahaya bagi Organ Tubuh Manusia ,2021-03-01,maret,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Bupati Kebumen ,2021-03-01,maret,2021
[DISINFORMASI] Covid-19 Diciptakan Agar Manusia Divaksinasi ,2021-03-01,maret,2021
[HOAKS] Informasi Kerusakan Jembatan Kutai Kartanegara ,2021-03-01,maret,2021
[HOAKS] Ramadhan Tahun 2021 Akan Menjadi Ramadhan dengan Waktu Siang Terpanjang  ,2021-03-01,maret,2021
[HOAKS] Mantan Gubernur Jawa Timur Soekarwo Meninggal Dunia ,2021-03-01,maret,2021
[DISINFORMASI] Penutupan Jalan di WKO Menjelang Putusan MK ,2021-03-01,maret,2021
[DISINFORMASI] Empat Tenaga Kesehatan Indonesia Meninggal karena Vaksin Covid-19 ,2021-03-01,maret,2021
[HOAKS] Pesan Instagram Mengatasnamakan BPD Jateng ,2021-03-01,maret,2021
[HOAKS] Bank Indonesia Minta Data Pribadi Melalui Email ,2021-03-01,maret,2021
[HOAKS] Akun Instagram Mengatasnamakan Kartu Prakerja ,2021-03-01,maret,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Bupati Gunung Kidul ,2021-03-01,maret,2021
[DISINFORMASI] Salah Satu Warga Indonesia Terpilih Menjadi Imam Masjidil Haram ,2021-03-01,maret,2021
[HOAKS] Pemenang Hadiah Rp 50 Juta Mengatasnamakan Bank CIMB Niaga ,2021-03-01,maret,2021
[HOAKS] Banyak Data Orang Meninggal karena Vaksin Covid-19 ,2021-03-01,maret,2021
[HOAKS] Akun Facebook Mengatasnamakan Bupati Sukabumi ,2021-03-01,maret,2021
[HOAKS] Uap Panas Hasil Rebusan Daun Jambu dapat Mengobati Covid-19 ,2021-03-01,maret,2021
"[HOAKS] Tim Medis Lupa Jenis Vaksin yang Digunakan, Sertifikat Vaksin harus Disimpan ",2021-03-01,maret,2021
"[DISINFORMASI] Rayakan Hari Perempuan, KFC Sediakan Hadiah Bucket Ayam ",2021-03-01,maret,2021
[DISINFORMASI] Video Penganiayaan Bayi di Bulukumba Sulsel ,2021-03-01,maret,2021
[DISINFORMASI] Fondasi Tiang Tol Kelapa Gading Ambruk ,2021-03-01,maret,2021
[HOAKS] Link Survei Telkomsel Berhadiah iPhone 12 Pro ,2021-03-01,maret,2021
[HOAKS] Akun Facebook Palsu Mengatasnakan Bupati Madiun ,2021-03-01,maret,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Bupati Sukoharjo ,2021-03-01,maret,2021
[HOAKS] Penipuan Berkedok Donasi Mengatasnamakan Staf Keuangan Pemkot Malang ,2021-03-01,maret,2021
[DISINFORMASI] Kata Agama Tidak Ada dalam Peta Jalan Pendidikan 2020-2035 ,2021-03-01,maret,2021
[DISINFORMASI] Seorang Wanita Argentina Kejang-kejang Setelah Menerima Vaksin  ,2021-03-01,maret,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Bupati Purworejo ,2021-03-01,maret,2021
[HOAKS] Rekrutmen Tenaga Kesehatan dan Non Kesehatan Dinkes Bojonegoro ,2021-03-01,maret,2021
[MISINFORMASI] Sentra Vaksinasi Bersama BUMN di Istora Senayan Terbuka untuk Semua  ,2021-03-01,maret,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Wakil Bupati Purworejo ,2021-03-01,maret,2021
[HOAKS] Pesan Berantai WhatsApp Mengenai Informasi Ajakan Vaksinasi Covid-19 di Bio Farma ,2021-03-01,maret,2021
[HOAKS] Lansia Non-DKI Bisa Vaksin Corona di Senayan ,2021-03-01,maret,2021
[HOAKS] Info Pembuatan SIM Langsung Jadi di Ponorogo ,2021-03-01,maret,2021
[HOAKS] Pesan Berantai Mengenai Informasi Tilang Elektronik Berlaku Mulai 14 Maret 2021 ,2021-03-01,maret,2021
[HOAKS] Lebih Mudah Terinfeksi Covid-19 setelah Divaksin ,2021-03-01,maret,2021
[HOAKS] Akun Palsu Mengatasnamakan Walikota Bogor ,2021-03-01,maret,2021
[HOAKS] Biaya Penerbitan SIM di Polres Trenggalek ,2021-03-01,maret,2021
[HOAKS] Akun Facebook Mengatasnamakan Bupati Minahasa Selatan ,2021-03-01,maret,2021
[HOAKS] Satgas Waspada Investasi (SWMenyiapkan Vtube Legal 100% ,2021-03-01,maret,2021
[DISINFORMASI] Vaksin Sinovac Sebenarnya Ditujukan untuk Ayam dan Barcode Aslinya Ditukar ,2021-03-01,maret,2021
[DISINFORMASI] Jalur Sepeda Motor di Jakarta ,2021-03-01,maret,2021
[HOAKS] Tawaran Jasa Calo Masuk PTN ,2021-03-01,maret,2021
[HOAKS] Lelang Mengatasnamakan KPKNL Banda Aceh ,2021-03-01,maret,2021
[HOAKS] Subsidi Pulsa Rp 20000 dan Kuota 50 GB Kemendikbud ,2021-03-01,maret,2021
[HOAKS] Rekrutmen Karyawan PLN tanggal 8 - 14 Maret 2021 ,2021-03-01,maret,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Wakil Ketua DPRD Kabupaten Pasuruan ,2021-03-01,maret,2021
[HOAKS] Akun Facebook Mengatasnamakan Walikota Bandar Lampung ,2021-03-01,maret,2021
[HOAKS] Larangan Minum Obat Jantung sebelum Vaksin Covid-19 ,2021-03-01,maret,2021
[DISINFORMASI] Menghirup Teh Herbal Resep Afrika dapat Menyembuhkan Virus Covid-19 ,2021-03-01,maret,2021
[DISINFORMASI] Video Presiden Jokowi Tegur SWI OJK karena Susahkan Rakyat di Masa Pandemi ,2021-03-01,maret,2021
[DISINFORMASI] Vaksinasi Covid-19 dalam Acara Gerakan 000 Kantong Darah Ramadhan ,2021-03-01,maret,2021
[DISINFORMASI] Presiden Jokowi Menutup Seluruh Pabrik Miras di Indonesia ,2021-03-01,maret,2021
"[DISINFORMASI] Vaksin Sinovac Kedaluwarsa Lebih Cepat dari 2 Tahun, Diproduksi sebelum Pandemi ",2021-03-01,maret,2021
[HOAKS] Update Pelaksanaan Ibadah Haji 2021 dari Kerajaan Arab Saudi ,2021-03-01,maret,2021
[HOAKS] Akun Facebook Mengatasnamakan Walikota Kendari ,2021-03-01,maret,2021
[HOAKS] Jadwal Vaksin Warga Jawa Barat di Gedung Pakuan Bandung ,2021-03-01,maret,2021
